,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10247,995,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0.0,0.0,0.11,0.0,0.11
10246,995,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11
10656,995,LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,0.06,0.04,0.0,0.01,0.11
10245,995,Planet 51,X360,2009,Action,Sega,0.07,0.03,0.0,0.01,0.11
10242,995,AKB48+Me,3DS,2012,Action,Nintendo,0.0,0.0,0.11,0.0,0.11
10241,995,Frogger: Helmet Chaos,PSP,2005,Platform,Konami,0.1,0.0,0.0,0.01,0.11
10240,995,Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11
10267,995,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10591,995,Total War: WARHAMMER,PC,2016,Strategy,Sega,0.0,0.1,0.0,0.01,0.11
10452,995,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
10330,995,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami,0.0,0.0,0.11,0.0,0.11
10398,995,Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11
10397,995,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami,0.0,0.0,0.11,0.0,0.11
10396,995,Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.11
10480,995,PictoImage,DS,2007,Puzzle,Sega,0.1,0.0,0.0,0.01,0.11
10395,995,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10394,995,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11
10393,995,Toukiden 2,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10392,995,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11
10391,995,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.06,0.0,0.03,0.02,0.11
10390,995,Space Invaders,GBA,2002,Shooter,Activision,0.08,0.03,0.0,0.0,0.11
10389,995,The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10482,995,Ridge Racer 2,PSP,2006,Racing,Sony Computer Entertainment,0.0,0.03,0.07,0.01,0.11
10388,995,Warriors Orochi 3,PSP,2012,Action,Ubisoft,0.0,0.0,0.11,0.0,0.11
10488,995,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.11
10387,995,Karaoke Revolution,PS3,2009,Misc,Konami,0.07,0.03,0.0,0.01,0.11
10386,995,Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10490,995,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami,0.1,0.0,0.0,0.01,0.11
10385,995,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0.0,0.0,0.01,0.11
10384,995,Virtual Hydlide,SAT,1995,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
10382,995,Disney Channel Collection Vol. 1,GBA,2004,Misc,Majesco Entertainment,0.08,0.03,0.0,0.0,0.11
10381,995,Robotics;Notes,PS3,2012,Adventure,5pb,0.0,0.0,0.11,0.0,0.11
10399,995,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11
10400,995,The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11
10478,995,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0.0,0.0,0.01,0.11
10414,995,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10426,995,My First Dollhouse,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.11
10453,995,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.11
10425,995,Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.11
10454,995,Army Corps of Hell,PSV,2011,Action,Square Enix,0.05,0.04,0.0,0.02,0.11
10458,995,Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0.0,0.0,0.01,0.11
10419,995,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.1,0.0,0.0,0.01,0.11
10416,995,D,PS,1995,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11
10415,995,Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.06,0.04,0.0,0.01,0.11
10464,995,Learn Chess,DS,2009,Misc,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.11
10412,995,Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami,0.0,0.0,0.11,0.0,0.11
10477,995,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.11
10410,995,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami,0.0,0.0,0.11,0.0,0.11
10470,995,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
10408,995,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10472,995,Miami Law,DS,2009,Adventure,Konami,0.1,0.0,0.0,0.01,0.11
10405,995,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10404,995,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
10476,995,Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11
10403,995,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11
10401,995,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.11
10495,995,Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10380,995,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10379,995,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11
10340,995,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0.0,0.0,0.11
10349,995,Black Bass with Blue Marlin,PS,1999,Sports,Starfish,0.06,0.04,0.0,0.01,0.11
10537,995,Shellshock,PS,1995,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.11
10540,995,The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0.0,0.0,0.01,0.11
10348,995,Mega Man Zero 4,GBA,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.11
10547,995,Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0.0,0.01,0.11
10344,995,Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0.0,0.0,0.01,0.11
10343,995,Tournament Pool,Wii,2009,Sports,Destineer,0.1,0.0,0.0,0.01,0.11
10560,995,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.04,0.0,0.02,0.11
10341,995,Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,0.0,0.0,0.1,0.01,0.11
10339,995,Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,0.1,0.0,0.0,0.01,0.11
10352,995,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11
10337,995,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami,0.1,0.0,0.0,0.01,0.11
10336,995,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.11
10335,995,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10567,995,KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.08,0.0,0.02,0.01,0.11
10334,995,My Boyfriend,DS,2008,Simulation,DTP Entertainment,0.1,0.0,0.0,0.01,0.11
10583,995,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0.0,0.01,0.11
10333,995,Blades of Time,X360,2012,Action,Konami,0.07,0.03,0.0,0.01,0.11
10332,995,The BIGS,PSP,2007,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11
10331,995,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,0.0,0.0,0.11,0.0,0.11
10351,995,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11
10354,995,Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10504,995,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10366,995,Rock Revolution,DS,2008,Misc,Konami,0.1,0.0,0.0,0.01,0.11
10375,995,Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
10374,995,Woody Woodpecker Racing,PS,1999,Racing,Konami,0.06,0.04,0.0,0.01,0.11
10373,995,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11
10371,995,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0.0,0.0,0.11,0.0,0.11
10369,995,Sakura Wars,DC,2000,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10368,995,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11
10367,995,Big League Sports: Summer,DS,2009,Sports,Activision,0.1,0.0,0.0,0.01,0.11
10511,995,Vandal Hearts II,PS,1999,Strategy,Konami,0.06,0.04,0.0,0.01,0.11
10512,995,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0.0,0.0,0.1,0.01,0.11
10365,995,Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11
10531,995,X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10363,995,Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.11
10362,995,Disney's Chicken Little: Ace In Action,Wii,2006,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
10361,995,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11
10360,995,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0.0,0.04,0.06,0.01,0.11
10359,995,Metal Gear Solid Integral,PS,1999,Adventure,Konami,0.0,0.0,0.1,0.01,0.11
10357,995,Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Image Epoch,0.0,0.0,0.11,0.0,0.11
10518,995,America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
10356,995,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11
10355,995,Sudokuro,DS,2007,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01,0.11
10521,995,UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11
10423,995,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.11
9893,995,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.07,0.03,0.0,0.01,0.11
10098,995,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.11
10110,995,Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software,0.04,0.01,0.06,0.0,0.11
9938,995,Nightshade,PS2,2003,Action,Sega,0.06,0.04,0.0,0.01,0.11
9721,995,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.11
10106,995,Surf's Up,PSP,2007,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11
10105,995,Pimp My Ride,Wii,2008,Racing,Activision,0.1,0.0,0.0,0.01,0.11
10104,995,PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,0.0,0.1,0.0,0.01,0.11
10103,995,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0.0,0.0,0.11,0.0,0.11
10101,995,Fabulous Finds,DS,2009,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11
10099,995,Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0.0,0.0,0.11,0.0,0.11
10097,995,Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11
10085,995,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10015,995,Mechanic Master,DS,2008,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11
10016,995,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami,0.0,0.0,0.11,0.0,0.11
10094,995,GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
10093,995,Sega Touring Car Championship,SAT,1996,Racing,Sega,0.0,0.0,0.11,0.0,0.11
10017,995,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
10091,995,Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11
10019,995,ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega,0.09,0.02,0.0,0.0,0.11
10020,995,Phantasy Star Collection,GBA,2002,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
10021,995,Doukoku Shoshite...,SAT,1998,Adventure,Data East,0.0,0.0,0.11,0.0,0.11
10113,995,Open Season,X360,2006,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11
10114,995,WireWay,DS,2009,Adventure,Konami,0.1,0.0,0.0,0.01,0.11
9884,995,Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
10116,995,Just In Time Translations,DS,2009,Misc,THQ,0.1,0.0,0.0,0.01,0.11
10133,995,Home Run King,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.11
10132,995,Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari,0.08,0.03,0.0,0.0,0.11
10131,995,Pocket Pets,DS,2007,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11
10130,995,Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10010,995,NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11
10129,995,Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11
10128,995,J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami,0.0,0.0,0.11,0.0,0.11
10127,995,Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
10126,995,Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11
10125,995,InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11
10124,995,ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10123,995,Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
9918,995,MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.11
10121,995,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11
10120,995,BloodRayne,GC,2002,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11
10012,995,Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11
10119,995,Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10118,995,Pro Yakyuu Spirits 5,PS3,2008,Sports,Konami,0.0,0.0,0.11,0.0,0.11
9815,995,Street Hoops,GC,2002,Sports,Activision,0.09,0.02,0.0,0.0,0.11
10088,995,Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
9877,995,NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.11
10036,995,Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
10052,995,Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10060,995,The Settlers,DS,2007,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
10035,995,Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11
10059,995,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11
10058,995,Pro Evolution Soccer 2014,PC,2013,Action,Konami,0.0,0.09,0.0,0.02,0.11
10057,995,Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11
10055,995,Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0.08,0.03,0.0,0.0,0.11
10054,995,Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11
9928,995,DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,0.06,0.03,0.0,0.02,0.11
10053,995,Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
9934,995,Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
10022,995,LEGO Knights' Kingdom,GBA,2004,Action,THQ,0.08,0.03,0.0,0.0,0.11
10049,995,World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10047,995,Life is Strange,XOne,2016,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11
10045,995,Star Trek: Conquest,PS2,2007,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11
10044,995,Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10043,995,BoomBots,PS,1999,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11
10042,995,Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
10041,995,Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11
10040,995,UEFA Euro 2016,PS3,2016,Sports,Konami,0.0,0.08,0.02,0.01,0.11
10039,995,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10061,995,Grease,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.11
10062,995,My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
9924,995,Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.11
10063,995,Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.11
10083,995,Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11
9875,995,Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0.0,0.0,0.11
10082,995,Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11
10080,995,Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11
10023,995,Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
10076,995,Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube,0.06,0.0,0.05,0.0,0.11
10024,995,Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10075,995,18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
10026,995,NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
10073,995,MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10072,995,Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11
10071,995,Ping Pals,DS,2004,Misc,THQ,0.1,0.0,0.0,0.01,0.11
10028,995,Shining Force NEO,PS2,2005,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11
9937,995,Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.06,0.04,0.0,0.01,0.11
10029,995,Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.08,0.02,0.0,0.01,0.11
10066,995,International Track & Field 2000,PS,1999,Sports,Konami,0.06,0.04,0.0,0.01,0.11
10065,995,Cold Winter,PS2,2005,Shooter,Activision Blizzard,0.06,0.04,0.0,0.01,0.11
10064,995,Ring of Red,PS2,2000,Strategy,Konami,0.06,0.04,0.0,0.01,0.11
10033,995,Army Men: Sarge's War,XB,2004,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11
10135,995,To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11
10037,995,FIFA Street 2,GC,2006,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11
9988,995,Die Hard: Vendetta,GC,2002,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.11
9974,995,Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0.0,0.01,0.11
10179,995,Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.07,0.03,0.0,0.01,0.11
10202,995,"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10177,995,NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11
9953,995,Rango: The Video Game,DS,2011,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.11
9731,995,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0.0,0.0,0.11
10176,995,Maximum Force,PS,1997,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11
10174,995,Machinarium,PC,2009,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11
10173,995,XXX,GBA,2002,Action,Activision,0.08,0.03,0.0,0.0,0.11
9976,995,Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
9956,995,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.11
10170,995,Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11
10169,995,Guitar Rock Tour,DS,2007,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11
10168,995,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,0.0,0.0,0.11,0.0,0.11
9986,995,NHL 2K3,XB,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.11
9901,995,Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
10136,995,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10167,995,Eragon,PSP,2006,Action,Activision Blizzard,0.1,0.0,0.0,0.01,0.11
10166,995,Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
9970,995,Darkspore,PC,2011,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.11
9968,995,Barnyard,GC,2006,Action,THQ,0.09,0.02,0.0,0.0,0.11
9790,995,DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0.0,0.01,0.11
9961,995,Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star,0.09,0.02,0.0,0.0,0.11
10198,995,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11
10197,995,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami,0.1,0.0,0.0,0.01,0.11
10195,995,Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
10194,995,Yoostar2,PS3,2011,Misc,Yoostar Entertainment Group,0.04,0.05,0.0,0.02,0.11
10193,995,Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10192,995,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,0.09,0.02,0.0,0.0,0.11
10191,995,Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,0.0,0.0,0.11,0.0,0.11
10190,995,Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10188,995,Brave Story: New Traveler,PSP,2006,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11
10181,995,Smash Court Tennis 3,X360,2007,Sports,Atari,0.08,0.02,0.0,0.01,0.11
10201,995,Soma Bringer,DS,2008,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
9967,995,Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,Idea Factory International,0.07,0.01,0.0,0.03,0.11
9898,995,Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.01,0.0,0.1,0.0,0.11
9900,995,Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.02,0.06,0.01,0.02,0.11
9840,995,Rocksmith,PC,2012,Misc,Ubisoft,0.06,0.04,0.0,0.01,0.11
9959,995,Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0.0,0.01,0.11
10184,995,DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
10182,995,ATV Quad Kings,DS,2010,Racing,Storm City Games,0.1,0.0,0.0,0.01,0.11
9994,995,Sphinx and the Cursed Mummy,XB,2003,Action,THQ,0.09,0.02,0.0,0.0,0.11
10203,995,Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10165,995,Project CARS,PC,2015,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11
10143,995,Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11
